,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist_name
109,21 Gang,11,7Jb1SDdII8FH4lTAAEVmD2,I'm A Savage (feat. Young Nudy),spotify:track:7Jb1SDdII8FH4lTAAEVmD2,0.304,0.75,0.4,0.0,0.158,-11.673,0.345,141.087,0.456,25,21 Savage
110,21 Gang,12,6NRQ6V36BhSrJqYY0qYeQ6,Feel Like Nino,spotify:track:6NRQ6V36BhSrJqYY0qYeQ6,0.0714,0.929,0.383,0.0,0.293,-7.768,0.137,129.989,0.153,21,21 Savage
111,21 Gang,13,3IFYc9M9Q0imVeSGk8aCOS,Start Firing,spotify:track:3IFYc9M9Q0imVeSGk8aCOS,0.0631,0.865,0.625,0.0,0.0809,-6.711,0.277,132.048,0.436,23,21 Savage
112,21 Gang,14,34n4eHX5XJvkxmQ9nirqWs,How To Ball,spotify:track:34n4eHX5XJvkxmQ9nirqWs,0.164,0.901,0.586,0.0,0.277,-5.99,0.186,145.847,0.451,26,21 Savage
113,21 Gang,15,1jL90c5kTRQDCQtdernS4r,Organized Crime (feat. Bullet),spotify:track:1jL90c5kTRQDCQtdernS4r,0.0265,0.805,0.718,0.0,0.0913,-9.023,0.0866,123.014,0.326,21,21 Savage
114,21 Gang,16,22g0Xz4HuIFdvfrB7ij9Zx,"Drippin' (feat. Lil Yachty, Sauce Walka)",spotify:track:22g0Xz4HuIFdvfrB7ij9Zx,0.0049,0.871,0.508,0.0,0.0996,-6.736,0.303,132.02,0.208,24,21 Savage
115,21 Gang,17,6CJgavuBeyumzU1xbcE6vw,Trappin Out,spotify:track:6CJgavuBeyumzU1xbcE6vw,0.00028,0.691,0.581,0.0,0.0872,-8.071,0.323,140.547,0.228,21,21 Savage
116,21 Gang,18,3haREwd89NvPKquFNtx6Kl,Gotta Get That Check,spotify:track:3haREwd89NvPKquFNtx6Kl,0.0114,0.786,0.549,4.86e-06,0.112,-7.481,0.403,156.999,0.516,23,21 Savage
117,21 Gang,19,3qiCMx4PTadmEu2CEzNUHN,"Who Ya Gang (feat. Hardo, Jimmy Wopo)",spotify:track:3qiCMx4PTadmEu2CEzNUHN,0.0974,0.921,0.647,0.0,0.161,-4.167,0.298,133.947,0.285,25,21 Savage
118,21 Gang,20,0Q6P1ZJVTjoaLb9xLeT01m,Blasphemy (feat. Hardo),spotify:track:0Q6P1ZJVTjoaLb9xLeT01m,0.00834,0.922,0.508,0.0,0.182,-6.59,0.165,119.99,0.0812,23,21 Savage
119,21 Gang,21,1atviXAMgLOExJSb2H3cpB,Extortion (feat. Loso Loaded),spotify:track:1atviXAMgLOExJSb2H3cpB,0.161,0.902,0.728,0.00551,0.24,-7.533,0.0768,127.055,0.206,22,21 Savage
120,21 Gang,22,17CMgChrZWLMZ02YUOUxor,Scrape Da Pot (feat. Freaky D),spotify:track:17CMgChrZWLMZ02YUOUxor,0.0023,0.708,0.669,0.0,0.226,-5.705,0.0501,131.914,0.216,21,21 Savage
121,Savage Mode,1,2kE82JhBcoS7mimFO1SqqX,No Advance,spotify:track:2kE82JhBcoS7mimFO1SqqX,0.104,0.829,0.357,8.35e-05,0.0799,-11.543,0.28,108.09,0.0391,60,21 Savage
122,Savage Mode,2,4gmmRb6bZJffOOiww1JGTO,No Heart,spotify:track:4gmmRb6bZJffOOiww1JGTO,0.136,0.906,0.444,6.44e-05,0.173,-8.692,0.384,140.063,0.678,76,21 Savage
123,Savage Mode,3,6fwdbPMwP1zVStm8FybmkO,X (feat. Future),spotify:track:6fwdbPMwP1zVStm8FybmkO,0.373,0.835,0.413,0.00133,0.101,-9.81,0.396,149.004,0.111,76,21 Savage
124,Savage Mode,4,52hRcWmjRNFuVJv3Qi7EeF,Savage Mode,spotify:track:52hRcWmjRNFuVJv3Qi7EeF,0.199,0.782,0.359,0.00105,0.106,-9.335,0.283,143.041,0.0708,61,21 Savage
125,Savage Mode,5,5TvdhNXoHbeGeWtjCYhFuy,Bad Guy,spotify:track:5TvdhNXoHbeGeWtjCYhFuy,0.0158,0.83,0.405,8.61e-06,0.241,-8.484,0.411,147.07,0.188,51,21 Savage
126,Savage Mode,6,5V57eUQoTrMCZqonhzi8B9,Real Nigga,spotify:track:5V57eUQoTrMCZqonhzi8B9,0.0915,0.87,0.225,0.69,0.197,-10.915,0.362,155.97,0.163,55,21 Savage
127,Savage Mode,7,6hEHxpZpvZwt1v4NoGwjKr,Mad High,spotify:track:6hEHxpZpvZwt1v4NoGwjKr,0.0189,0.772,0.737,9.39e-05,0.206,-7.648,0.2,149.951,0.533,52,21 Savage
128,Savage Mode,8,4ujX9kC3UUp26MG0tPhUCz,Feel It,spotify:track:4ujX9kC3UUp26MG0tPhUCz,0.111,0.757,0.448,0.000157,0.154,-9.461,0.115,149.974,0.3,54,21 Savage
129,Savage Mode,9,1UyLFPOIG7E1OfamPQLOfD,Ocean Drive,spotify:track:1UyLFPOIG7E1OfamPQLOfD,0.126,0.764,0.525,0.000545,0.116,-7.486,0.181,137.984,0.136,62,21 Savage
130,Slaughter King,1,2DtqYVY9L3m7yvUvra7Ge6,Lord Forgive Me,spotify:track:2DtqYVY9L3m7yvUvra7Ge6,0.135,0.795,0.491,0.0,0.265,-6.596,0.174,128.0,0.23,43,21 Savage
131,Slaughter King,2,5jzICnPx3GiVD2FzvUhP1T,Dirty K,spotify:track:5jzICnPx3GiVD2FzvUhP1T,0.00606,0.783,0.511,1.15e-05,0.188,-9.927,0.336,150.025,0.637,44,21 Savage
132,Slaughter King,3,3QfT6j50zHZLPrl5skf9mX,Front Door,spotify:track:3QfT6j50zHZLPrl5skf9mX,0.145,0.682,0.641,0.0,0.261,-7.901,0.278,145.044,0.442,35,21 Savage
133,Slaughter King,4,4C61YwZyiVfzrh8walv04F,Wow,spotify:track:4C61YwZyiVfzrh8walv04F,0.0787,0.817,0.598,0.000147,0.1,-8.811,0.513,153.081,0.32,37,21 Savage
134,Slaughter King,5,00WFoR7tPga5Wj92MSR3eD,Slime,spotify:track:00WFoR7tPga5Wj92MSR3eD,0.503,0.847,0.567,0.0,0.0774,-9.489,0.338,133.013,0.601,36,21 Savage
135,Slaughter King,6,4tUHRIoPI8YiOsNOUrTomJ,Mind Yo Business,spotify:track:4tUHRIoPI8YiOsNOUrTomJ,0.0605,0.841,0.486,0.00654,0.112,-7.738,0.338,128.077,0.0535,44,21 Savage
136,Slaughter King,7,3ZFYvE2CoxAKCs5O5DFkXA,No Peace,spotify:track:3ZFYvE2CoxAKCs5O5DFkXA,0.00439,0.779,0.722,0.00517,0.133,-6.911,0.313,133.04,0.374,37,21 Savage
137,Slaughter King,8,3xAXYCtd98G5G0SSJAHtqd,Dip Dip,spotify:track:3xAXYCtd98G5G0SSJAHtqd,0.128,0.726,0.597,0.0326,0.131,-8.574,0.145,83.021,0.367,59,21 Savage
138,Slaughter King,9,0xwn1hcwKZEQTaRTLP0PFc,Motorcycle,spotify:track:0xwn1hcwKZEQTaRTLP0PFc,0.0876,0.934,0.579,3.38e-05,0.122,-11.272,0.252,108.476,0.487,37,21 Savage
139,Slaughter King,10,0H117ffxP9pOWGffiGCY3L,Deserve,spotify:track:0H117ffxP9pOWGffiGCY3L,0.0311,0.823,0.536,9.17e-05,0.146,-9.199,0.308,119.991,0.217,37,21 Savage
140,Slaughter King,11,2eq9aw5ZZIuRswW9fy5PKE,Partments,spotify:track:2eq9aw5ZZIuRswW9fy5PKE,0.000185,0.811,0.672,0.0,0.196,-6.787,0.177,139.915,0.212,32,21 Savage
141,Slaughter King,12,0CAugnKxS7xneO9ShRRxuY,Vette,spotify:track:0CAugnKxS7xneO9ShRRxuY,0.132,0.851,0.422,0.0,0.0693,-14.066,0.491,133.106,0.619,35,21 Savage
142,Slaughter King,13,44TMQoBzzvSPhOouSxiBdT,Bitch Nigga Please,spotify:track:44TMQoBzzvSPhOouSxiBdT,0.000489,0.866,0.58,2.52e-05,0.103,-8.291,0.31,135.027,0.206,35,21 Savage
143,Slaughter King,14,6BNymc6C7PlRwBzgZBm5dk,Help Me,spotify:track:6BNymc6C7PlRwBzgZBm5dk,0.00503,0.697,0.764,0.232,0.41,-7.097,0.251,145.049,0.334,33,21 Savage
144,The Slaughter Tape,1,065LHZtJbXDZNAaQ2wQ5Sd,Skrrt Skrrt,spotify:track:065LHZtJbXDZNAaQ2wQ5Sd,0.026,0.867,0.506,5.82e-05,0.338,-10.164,0.225,130.004,0.0711,43,21 Savage
145,The Slaughter Tape,2,3IDT2Uym5rKea8YprYyeBt,Pimp,spotify:track:3IDT2Uym5rKea8YprYyeBt,0.196,0.822,0.644,0.0,0.0916,-7.992,0.19,148.047,0.82,36,21 Savage
146,The Slaughter Tape,3,4KP63LKrVrEdAK176UJYg8,Gang,spotify:track:4KP63LKrVrEdAK176UJYg8,0.00447,0.937,0.397,0.000184,0.267,-7.804,0.261,127.842,0.149,37,21 Savage
147,The Slaughter Tape,4,5BH86QTag2wQ95HSrEGqQX,Picky,spotify:track:5BH86QTag2wQ95HSrEGqQX,0.00856,0.944,0.42,3.11e-05,0.11,-6.274,0.16,134.073,0.151,35,21 Savage
148,The Slaughter Tape,5,0ikF7YGnEM1UpPTng3y9iq,Slaughter Ya Daughter,spotify:track:0ikF7YGnEM1UpPTng3y9iq,0.0626,0.855,0.728,0.0,0.119,-7.16,0.0957,125.047,0.243,36,21 Savage
149,The Slaughter Tape,6,0Qxo9U5lhJBXSMkjx1nuzm,Drip,spotify:track:0Qxo9U5lhJBXSMkjx1nuzm,0.031,0.888,0.449,3.11e-06,0.156,-7.004,0.105,139.957,0.367,34,21 Savage
150,The Slaughter Tape,7,6IdFmILKYNfeZW9LYE4jhM,Out the Bowl,spotify:track:6IdFmILKYNfeZW9LYE4jhM,0.221,0.708,0.633,0.0,0.267,-5.265,0.073,128.988,0.364,31,21 Savage
151,The Slaughter Tape,8,0xJ6waQuwURRV21Dk13OTG,Drinkin and Driving,spotify:track:0xJ6waQuwURRV21Dk13OTG,0.0357,0.841,0.521,0.0,0.177,-6.362,0.0822,125.988,0.0705,32,21 Savage
152,The Slaughter Tape,9,5W9lZvCYgDESkJrO9pquwX,Start Dyin,spotify:track:5W9lZvCYgDESkJrO9pquwX,0.283,0.859,0.416,0.0,0.103,-10.633,0.428,119.94,0.134,37,21 Savage
153,The Slaughter Tape,10,0x33D0zzfOILljMVr54RWs,Fuckin Niggaz Bitches,spotify:track:0x33D0zzfOILljMVr54RWs,0.254,0.695,0.675,0.0,0.127,-6.278,0.337,139.937,0.152,34,21 Savage
154,The Slaughter Tape,11,0cmp9n5Wsls5MsasGAQqs6,Million Dollar Liq,spotify:track:0cmp9n5Wsls5MsasGAQqs6,0.122,0.838,0.48,1.39e-05,0.284,-12.169,0.245,129.961,0.378,36,21 Savage
155,The Slaughter Tape,12,1jrhaPfJO5Ptp65bOvowI2,Seeing Double,spotify:track:1jrhaPfJO5Ptp65bOvowI2,0.234,0.73,0.417,0.0,0.116,-9.233,0.0707,125.035,0.17,31,21 Savage
156,The Slaughter Tape,13,1IuLSY7riq1V1miGpKAGlr,Heart So Cold,spotify:track:1IuLSY7riq1V1miGpKAGlr,0.0529,0.668,0.886,0.0,0.184,-6.983,0.201,149.976,0.843,32,21 Savage
157,The Slaughter Tape,14,3wrrgR3oLdbvzcKoKoxyDQ,Woah,spotify:track:3wrrgR3oLdbvzcKoKoxyDQ,0.159,0.775,0.523,0.0,0.166,-11.227,0.403,145.955,0.539,33,21 Savage
158,CALM,1,288li8gcr0oOAHDwAERZHS,Red Desert,spotify:track:288li8gcr0oOAHDwAERZHS,0.0205,0.501,0.83,2.52e-06,0.0563,-4.474,0.118,133.927,0.449,66,5 Seconds 0f Summer
159,CALM,2,5EbidH3lGB30WuDsoR4km6,No Shame,spotify:track:5EbidH3lGB30WuDsoR4km6,0.0185,0.576,0.807,2.4e-06,0.0963,-3.019,0.0374,90.932,0.479,66,5 Seconds 0f Summer
160,CALM,3,58qO4dGa5SgNdtvqvpewyz,Old Me,spotify:track:58qO4dGa5SgNdtvqvpewyz,0.313,0.722,0.62,0.0,0.26,-3.639,0.0483,127.978,0.474,70,5 Seconds 0f Summer
161,CALM,4,2bjUEg4jBtKBlPdNrTAppI,Easier,spotify:track:2bjUEg4jBtKBlPdNrTAppI,0.476,0.562,0.46,0.0,0.107,-4.173,0.259,176.055,0.623,74,5 Seconds 0f Summer
162,CALM,6,6qlcjGJPTZEwR8nf2nSe9C,Wildflower,spotify:track:6qlcjGJPTZEwR8nf2nSe9C,0.174,0.644,0.768,0.0,0.469,-4.316,0.0455,108.992,0.598,68,5 Seconds 0f Summer
163,CALM,7,6LHDP5yKHUIQxeml0YKUQy,Best Years,spotify:track:6LHDP5yKHUIQxeml0YKUQy,0.314,0.295,0.722,0.0,0.121,-4.375,0.0425,173.372,0.458,66,5 Seconds 0f Summer
164,CALM,8,4vFQ269uWJUjUKoffU0qUn,Not In The Same Way,spotify:track:4vFQ269uWJUjUKoffU0qUn,0.185,0.687,0.67,0.0,0.104,-3.331,0.0444,134.975,0.735,65,5 Seconds 0f Summer
165,CALM,9,1hUPOCqOukEl03lOs16DtN,Lover Of Mine,spotify:track:1hUPOCqOukEl03lOs16DtN,0.194,0.545,0.858,0.0,0.151,-2.536,0.0406,94.041,0.323,70,5 Seconds 0f Summer
166,CALM,10,4t4OlapTFToGpFKOldh5S2,Thin White Lies,spotify:track:4t4OlapTFToGpFKOldh5S2,0.016,0.557,0.858,0.0,0.0885,-3.115,0.0357,149.969,0.61,63,5 Seconds 0f Summer
167,CALM,11,1MAXdOA4Dtz6eJMz0nEq2H,Lonely Heart,spotify:track:1MAXdOA4Dtz6eJMz0nEq2H,0.043,0.592,0.713,0.0,0.157,-5.566,0.0512,126.088,0.261,64,5 Seconds 0f Summer
168,CALM,12,3uegDoaCj8IcNAaW3AoZUX,High,spotify:track:3uegDoaCj8IcNAaW3AoZUX,0.784,0.47,0.585,0.0,0.155,-3.051,0.0391,169.614,0.597,64,5 Seconds 0f Summer
169,CALM,13,58obITYpGOduWc109gWitx,Kill My Time,spotify:track:58obITYpGOduWc109gWitx,0.0132,0.496,0.95,2.74e-05,0.134,-3.602,0.297,178.946,0.382,58,5 Seconds 0f Summer
170,13 Reasons Why (Season 3),1,26wLOs3ZuHJa2Ihhx6QIE6,Teeth,spotify:track:26wLOs3ZuHJa2Ihhx6QIE6,0.0516,0.749,0.461,6.24e-06,0.0738,-2.961,0.0416,139.02,0.42,82,5 Seconds 0f Summer
171,13 Reasons Why (Season 3),2,34QLRZoPtOh7B5kcklyYAJ,Die A Little,spotify:track:34QLRZoPtOh7B5kcklyYAJ,0.0907,0.532,0.729,0.0,0.195,-5.272,0.0892,149.995,0.267,59,5 Seconds 0f Summer
172,13 Reasons Why (Season 3),3,7elRvorDP9KEOHIisFgrJG,"fuck, i'm lonely (with Anne-Marie)",spotify:track:7elRvorDP9KEOHIisFgrJG,0.475,0.804,0.567,0.0,0.0679,-6.445,0.0698,95.002,0.695,47,5 Seconds 0f Summer
173,13 Reasons Why (Season 3),4,3pibxmWT0fnygXqhYoI7es,Severed,spotify:track:3pibxmWT0fnygXqhYoI7es,0.00256,0.601,0.745,0.0109,0.124,-7.452,0.0338,135.999,0.439,0,5 Seconds 0f Summer
174,13 Reasons Why (Season 3),5,7CfIX8LSukzEHvbV82WDWz,Swim Home,spotify:track:7CfIX8LSukzEHvbV82WDWz,0.45,0.618,0.555,0.000958,0.181,-10.268,0.0359,133.941,0.397,41,5 Seconds 0f Summer
175,13 Reasons Why (Season 3),6,0ueS6n76IFjonyIbbmrL5F,Another Summer Night Without You,spotify:track:0ueS6n76IFjonyIbbmrL5F,0.408,0.529,0.608,0.000137,0.135,-7.348,0.104,176.218,0.146,46,5 Seconds 0f Summer
176,13 Reasons Why (Season 3),7,764YDnFgsAFrqJgDwiY84V,Miss U,spotify:track:764YDnFgsAFrqJgDwiY84V,0.317,0.645,0.65,4.2e-06,0.14,-4.111,0.0614,158.064,0.599,44,5 Seconds 0f Summer
177,13 Reasons Why (Season 3),8,18ZjYJcgFWiBhnvFzh5m3N,Favorite Drug,spotify:track:18ZjYJcgFWiBhnvFzh5m3N,0.278,0.737,0.721,1.24e-05,0.0919,-5.458,0.0541,100.038,0.353,48,5 Seconds 0f Summer
178,13 Reasons Why (Season 3),9,3R73KpLHE2UEQZPYcqJh9U,Keeping It In The Dark,spotify:track:3R73KpLHE2UEQZPYcqJh9U,0.0154,0.547,0.756,0.0,0.13,-6.238,0.321,186.06,0.371,41,5 Seconds 0f Summer
179,13 Reasons Why (Season 3),10,3Axav61Nuw5UzQ1CWORDt5,Young Forever,spotify:track:3Axav61Nuw5UzQ1CWORDt5,0.0477,0.529,0.846,0.000287,0.11,-5.301,0.0363,96.983,0.475,0,5 Seconds 0f Summer
180,13 Reasons Why (Season 3),11,7kXzYIaxSVEohvBnmJB6c6,All That (feat. Jeremih),spotify:track:7kXzYIaxSVEohvBnmJB6c6,0.451,0.784,0.787,0.0,0.155,-3.522,0.0416,130.019,0.484,37,5 Seconds 0f Summer
181,13 Reasons Why (Season 3),12,2K6BbXPV4sePRTdyhtc80k,This Baby Don’t Cry,spotify:track:2K6BbXPV4sePRTdyhtc80k,0.0165,0.88,0.776,0.0316,0.111,-6.51,0.0643,150.025,0.925,38,5 Seconds 0f Summer
182,13 Reasons Why (Season 3),13,5xyoMBUkqRGq3HMUoTOoOl,Walk Forever By My Side,spotify:track:5xyoMBUkqRGq3HMUoTOoOl,0.437,0.61,0.495,0.288,0.102,-11.473,0.0277,147.997,0.196,37,5 Seconds 0f Summer
183,13 Reasons Why (Season 3),14,63Ci0OuDiA9knbD1J1MyCI,SLAVES OF FEAR,spotify:track:63Ci0OuDiA9knbD1J1MyCI,0.00296,0.412,0.532,0.44,0.111,-9.936,0.0365,128.003,0.049,0,5 Seconds 0f Summer
184,13 Reasons Why (Season 3),15,0rVxUGFih7yU47CDgw9iEf,All Your Life,spotify:track:0rVxUGFih7yU47CDgw9iEf,0.951,0.413,0.207,0.0088,0.0681,-14.804,0.0491,178.93,0.31,0,5 Seconds 0f Summer
185,13 Reasons Why (Season 3),16,5okp2LuOzOawtkOG7jwdVJ,Culture,spotify:track:5okp2LuOzOawtkOG7jwdVJ,0.0537,0.575,0.975,1.02e-06,0.357,-4.71,0.0649,153.959,0.554,0,5 Seconds 0f Summer
186,13 Reasons Why (Season 3),17,5FIfdtBXfqK9Fxqy2bEBCy,Still Want To Be Here,spotify:track:5FIfdtBXfqK9Fxqy2bEBCy,0.347,0.481,0.783,0.128,0.179,-8.093,0.0692,132.035,0.249,0,5 Seconds 0f Summer
187,13 Reasons Why (Season 3),18,31ZL1A0ae5NGZlA7eki1Z1,Ordinary World (feat. White Sea),spotify:track:31ZL1A0ae5NGZlA7eki1Z1,0.128,0.296,0.592,0.0,0.355,-7.368,0.0534,159.536,0.308,38,5 Seconds 0f Summer
188,Meet You There Tour Live,1,2kR9nfuK8CbiFZQSnwHHWW,Intro - Live,spotify:track:2kR9nfuK8CbiFZQSnwHHWW,0.1,0.264,0.571,0.412,0.961,-11.898,0.0722,95.998,0.385,39,5 Seconds 0f Summer
189,Meet You There Tour Live,2,0IDFAlR8uaj6BFQEG9dY13,Babylon - Live,spotify:track:0IDFAlR8uaj6BFQEG9dY13,0.000689,0.461,0.867,0.0,0.714,-3.667,0.039,95.976,0.381,46,5 Seconds 0f Summer
190,Meet You There Tour Live,3,1651TECCtqibZ5c3fZgxNu,Talk Fast - Live,spotify:track:1651TECCtqibZ5c3fZgxNu,0.00436,0.542,0.963,0.0,0.256,-3.344,0.0766,146.006,0.689,43,5 Seconds 0f Summer
191,Meet You There Tour Live,4,5O7vrHibDU6bLfBLTHYUBD,Moving Along - Live,spotify:track:5O7vrHibDU6bLfBLTHYUBD,0.00225,0.574,0.955,0.0,0.751,-4.042,0.0776,149.934,0.601,43,5 Seconds 0f Summer
192,Meet You There Tour Live,5,4WqmLzZbrJpD9saWURAFQW,She's Kinda Hot - Live,spotify:track:4WqmLzZbrJpD9saWURAFQW,0.0051,0.584,0.967,0.0,0.658,-3.406,0.0692,118.05,0.685,43,5 Seconds 0f Summer
193,Meet You There Tour Live,6,2NESLgspSZMfM1m9OzxRMV,Waste The Night - Live,spotify:track:2NESLgspSZMfM1m9OzxRMV,0.0173,0.406,0.91,0.0,0.633,-4.895,0.202,150.05,0.208,42,5 Seconds 0f Summer
194,Meet You There Tour Live,7,4N1ngDgnJH49cmvTjxkwNd,More - Live,spotify:track:4N1ngDgnJH49cmvTjxkwNd,0.000492,0.559,0.932,0.0,0.506,-4.014,0.0536,92.006,0.38,43,5 Seconds 0f Summer
195,Meet You There Tour Live,8,2LipynP2gaJKYMBVjy7zbJ,Better Man - Live,spotify:track:2LipynP2gaJKYMBVjy7zbJ,0.00131,0.615,0.908,0.0,0.641,-4.436,0.052,97.986,0.676,42,5 Seconds 0f Summer
196,Meet You There Tour Live,9,5hDpySRXwKZjUR5mZ8KWVY,If Walls Could Talk - Live,spotify:track:5hDpySRXwKZjUR5mZ8KWVY,0.00211,0.589,0.9,8.67e-05,0.922,-4.272,0.0503,121.984,0.467,43,5 Seconds 0f Summer
197,Meet You There Tour Live,10,7CARSzqBomOGjIiI4H2DWu,Ghost Of You - Live,spotify:track:7CARSzqBomOGjIiI4H2DWu,0.376,0.303,0.573,0.0,0.459,-8.969,0.0844,93.65,0.226,47,5 Seconds 0f Summer
198,Meet You There Tour Live,11,1oq3SVQrzwLxfhArafgqAe,Amnesia - Live,spotify:track:1oq3SVQrzwLxfhArafgqAe,0.4,0.332,0.554,0.0,0.76,-8.418,0.043,132.617,0.574,42,5 Seconds 0f Summer
199,Meet You There Tour Live,12,6iAtKqYvb7p4ZMON2UA4rE,The Only Reason - Live,spotify:track:6iAtKqYvb7p4ZMON2UA4rE,0.0146,0.314,0.882,0.0,0.857,-4.793,0.169,166.961,0.288,41,5 Seconds 0f Summer
200,Meet You There Tour Live,13,1CZhoeDG1qOYL3XCBvvLpf,Lie To Me - Live,spotify:track:1CZhoeDG1qOYL3XCBvvLpf,0.246,0.282,0.597,0.0,0.592,-6.668,0.0431,79.163,0.395,43,5 Seconds 0f Summer
201,Meet You There Tour Live,14,6tbNcNKcMibLj8bCF4f6Et,Why Won’t You Love Me - Live,spotify:track:6tbNcNKcMibLj8bCF4f6Et,0.0281,0.38,0.803,0.0,0.462,-6.284,0.149,136.887,0.143,42,5 Seconds 0f Summer
202,Meet You There Tour Live,15,6L8PrKRSROZZ1jkJuEjw4t,Valentine - Live,spotify:track:6L8PrKRSROZZ1jkJuEjw4t,0.0206,0.49,0.852,0.0,0.66,-3.946,0.0397,94.021,0.435,46,5 Seconds 0f Summer
203,Meet You There Tour Live,16,1Fbaz8n2gljwEo20PZm2Ir,Meet You There - Remix / Live,spotify:track:1Fbaz8n2gljwEo20PZm2Ir,2.69e-05,0.542,0.967,0.665,0.492,-5.078,0.104,132.966,0.101,39,5 Seconds 0f Summer
204,Meet You There Tour Live,17,3IlfsbDPsK6DxitHttChu5,Jet Black Heart - Live,spotify:track:3IlfsbDPsK6DxitHttChu5,0.00061,0.445,0.944,0.0,0.469,-3.687,0.0716,153.998,0.397,43,5 Seconds 0f Summer
205,Meet You There Tour Live,18,3FWpldxW5ASkhgMpAe3gtV,Want You Back - Live,spotify:track:3FWpldxW5ASkhgMpAe3gtV,0.0316,0.21,0.882,0.00743,0.713,-6.797,0.156,96.998,0.0916,40,5 Seconds 0f Summer
206,Meet You There Tour Live,19,5S7e5D9r5TIPsEjTiDtqPi,She Looks So Perfect - Live,spotify:track:5S7e5D9r5TIPsEjTiDtqPi,0.000766,0.458,0.966,0.0,0.713,-4.519,0.214,162.105,0.335,41,5 Seconds 0f Summer
207,Meet You There Tour Live,20,6NnrABRPQdGmWRssVFYTAA,Youngblood - Live,spotify:track:6NnrABRPQdGmWRssVFYTAA,0.000437,0.521,0.946,0.0,0.362,-5.047,0.0714,120.0,0.0715,41,5 Seconds 0f Summer
208,Youngblood (Deluxe),1,2iUXsYOEPhVqEBwsqP70rE,Youngblood,spotify:track:2iUXsYOEPhVqEBwsqP70rE,0.0169,0.596,0.854,0.0,0.124,-5.114,0.463,120.274,0.152,85,5 Seconds 0f Summer
209,Youngblood (Deluxe),2,2vHfabj6nFebekTYODqntl,Want You Back,spotify:track:2vHfabj6nFebekTYODqntl,0.00699,0.618,0.867,1.03e-06,0.202,-4.915,0.0439,98.03,0.579,68,5 Seconds 0f Summer
210,Youngblood (Deluxe),3,3567eNX2L3RkkMkwspncMH,Lie To Me,spotify:track:3567eNX2L3RkkMkwspncMH,0.0115,0.633,0.478,0.0,0.103,-5.571,0.0359,159.951,0.692,72,5 Seconds 0f Summer
211,Youngblood (Deluxe),4,19hh7DkfRBrpRGYfKlw7jb,Valentine,spotify:track:19hh7DkfRBrpRGYfKlw7jb,0.0601,0.746,0.767,1.07e-05,0.0859,-2.907,0.0374,94.007,0.773,67,5 Seconds 0f Summer
212,Youngblood (Deluxe),5,1pMrGc8rMC5qx0zMak8tkd,Talk Fast,spotify:track:1pMrGc8rMC5qx0zMak8tkd,0.0318,0.803,0.719,2.88e-05,0.0742,-3.354,0.0474,145.983,0.608,63,5 Seconds 0f Summer
213,Youngblood (Deluxe),6,4UQajPk0EPvbwWTl0fYi4C,Moving Along,spotify:track:4UQajPk0EPvbwWTl0fYi4C,0.00529,0.713,0.829,0.0,0.221,-4.297,0.203,149.996,0.845,63,5 Seconds 0f Summer
214,Youngblood (Deluxe),7,0nCVLAhIUrLQ34Vw5vTXNP,If Walls Could Talk,spotify:track:0nCVLAhIUrLQ34Vw5vTXNP,0.00879,0.588,0.79,0.0,0.0954,-4.762,0.0776,121.899,0.499,63,5 Seconds 0f Summer
215,Youngblood (Deluxe),8,40rMvmTT9RX4KB0JzMNYZO,Better Man,spotify:track:40rMvmTT9RX4KB0JzMNYZO,0.0674,0.676,0.863,0.0,0.0616,-3.924,0.0828,98.039,0.529,61,5 Seconds 0f Summer
216,Youngblood (Deluxe),9,66vUuzBvVOfMjWnsABs0jm,More,spotify:track:66vUuzBvVOfMjWnsABs0jm,0.000979,0.577,0.863,0.0,0.0989,-3.613,0.0374,92.039,0.182,62,5 Seconds 0f Summer
217,Youngblood (Deluxe),10,0qrYEShkVZeSaBPgmx3mfR,Why Won’t You Love Me,spotify:track:0qrYEShkVZeSaBPgmx3mfR,0.000455,0.613,0.78,0.0,0.124,-3.771,0.0344,135.122,0.333,63,5 Seconds 0f Summer
218,Youngblood (Deluxe),11,5FA9XC36IlV9bnhMqqzNc9,Woke Up In Japan,spotify:track:5FA9XC36IlV9bnhMqqzNc9,0.0119,0.677,0.863,0.0,0.146,-3.785,0.109,126.909,0.647,57,5 Seconds 0f Summer
219,Youngblood (Deluxe),12,5kayspK9ep7h9nryvrCsFh,Empty Wallets,spotify:track:5kayspK9ep7h9nryvrCsFh,0.0123,0.591,0.709,0.0,0.338,-4.324,0.0431,188.073,0.441,60,5 Seconds 0f Summer
220,Youngblood (Deluxe),13,1MhXdlCQPnO56T57MfmaRm,Ghost Of You,spotify:track:1MhXdlCQPnO56T57MfmaRm,0.0965,0.458,0.561,0.0,0.156,-4.819,0.0269,149.875,0.206,81,5 Seconds 0f Summer
221,Youngblood (Deluxe),14,7CQN84rMdkBzXJVsvefOM6,Monster Among Men,spotify:track:7CQN84rMdkBzXJVsvefOM6,0.0918,0.495,0.678,0.0,0.078,-4.627,0.0583,166.105,0.475,60,5 Seconds 0f Summer
