,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist_name
12093,The Remixes,3,1bP3m6PbyzsEu4rq2BxONs,Estou Aquí (Estoy Aquí) - Portugues,spotify:track:1bP3m6PbyzsEu4rq2BxONs,0.0579,0.715,0.817,0.0,0.123,-6.661,0.0409,117.074,0.715,13,Shakira
12094,The Remixes,4,1nGGkK8r83Kk4DGodxumyV,Donde Estas Corazon - Dance Remix,spotify:track:1nGGkK8r83Kk4DGodxumyV,0.0177,0.742,0.832,0.0397,0.0943,-8.211,0.042,121.595,0.773,22,Shakira
12095,The Remixes,5,6aH9LvmhcWOXYN374KJxQc,"Un Poco De Amor - Extended Dancehall 12""",spotify:track:6aH9LvmhcWOXYN374KJxQc,0.00594,0.609,0.752,0.0,0.0595,-8.895,0.346,202.556,0.671,24,Shakira
12096,The Remixes,6,1V49oQXYqfXdXucLMitbQT,Um Pouco De Amor (Un Poco De Amor) - Portugues,spotify:track:1V49oQXYqfXdXucLMitbQT,0.0466,0.837,0.669,9.85e-06,0.0567,-9.877,0.0405,101.541,0.854,9,Shakira
12097,The Remixes,7,2rrvUPLtI04km3zXafzYLJ,"Pies Descalzos, Sueños Blancos - Meme's Super Club Mix",spotify:track:2rrvUPLtI04km3zXafzYLJ,0.0421,0.823,0.783,7.87e-06,0.106,-8.044,0.0489,123.789,0.459,21,Shakira
12098,The Remixes,8,5i0Y90Kr0A7AZvC6jzjriG,"Pes Delcalcos (Pies Descalzos, Sueños Blancos) - Portugues",spotify:track:5i0Y90Kr0A7AZvC6jzjriG,0.0875,0.862,0.612,0.0,0.319,-7.48,0.0325,120.04,0.539,10,Shakira
12099,The Remixes,9,374aO0LlyWMIWIVYZ7YLvY,Estoy Aquí - Timbalero Dub,spotify:track:374aO0LlyWMIWIVYZ7YLvY,0.00961,0.781,0.859,0.0373,0.0674,-8.051,0.0579,123.476,0.601,19,Shakira
12100,The Remixes,10,2QImvkv9KOAqbq6U7V82Y9,Donde Estas Corazon - Dub-A-Pella Mix,spotify:track:2QImvkv9KOAqbq6U7V82Y9,0.028,0.774,0.859,0.071,0.141,-9.84,0.0462,121.599,0.679,18,Shakira
12101,The Remixes,11,2DqjlsjWDzxBFfvA8wsn0s,Un Poco De Amor - Meme's Jazz Experience,spotify:track:2DqjlsjWDzxBFfvA8wsn0s,0.00726,0.661,0.734,0.0,0.116,-7.933,0.2,202.497,0.552,18,Shakira
12102,The Remixes,12,3INAqcdSLzwplTJwbptGwf,"Pies Descalzos, Sueños Blancos - The Timbalero Dub '97",spotify:track:3INAqcdSLzwplTJwbptGwf,0.00757,0.823,0.79,0.848,0.0837,-9.337,0.0637,123.787,0.539,18,Shakira
12103,Pies Descalzos,1,4M1lEbqPzlEw1JYWB6aE7K,Estoy Aquí,spotify:track:4M1lEbqPzlEw1JYWB6aE7K,0.0307,0.732,0.814,0.0,0.0691,-7.716,0.0402,116.973,0.782,70,Shakira
12104,Pies Descalzos,2,0KAqMRUSZwzG3dZLdDA4eH,Antologia,spotify:track:0KAqMRUSZwzG3dZLdDA4eH,0.5,0.839,0.403,1.81e-06,0.0786,-11.059,0.0308,97.967,0.575,75,Shakira
12105,Pies Descalzos,3,6dwhYg12fOFw8aUrnCOOqC,Un Poco de Amor,spotify:track:6dwhYg12fOFw8aUrnCOOqC,0.0792,0.82,0.743,7.41e-06,0.0544,-9.947,0.0412,101.451,0.962,59,Shakira
12106,Pies Descalzos,4,3o4qlkbRP4DSXl4NBrWULJ,Quiero,spotify:track:3o4qlkbRP4DSXl4NBrWULJ,0.128,0.765,0.522,0.0,0.0613,-9.927,0.0363,100.979,0.44,54,Shakira
12107,Pies Descalzos,5,6nR1XJxwiZlsDMnOsdlh5m,Te Necesito,spotify:track:6nR1XJxwiZlsDMnOsdlh5m,0.343,0.742,0.299,0.0,0.103,-10.936,0.036,121.997,0.51,55,Shakira
12108,Pies Descalzos,6,74DGE82ZVx7VKCoMgbyKBD,Vuelve,spotify:track:74DGE82ZVx7VKCoMgbyKBD,0.00218,0.859,0.598,1.37e-06,0.354,-7.754,0.0345,117.962,0.892,53,Shakira
12109,Pies Descalzos,7,3J93BR2ihQjDQ9n9AfYTqu,Te Espero Sentada,spotify:track:3J93BR2ihQjDQ9n9AfYTqu,0.284,0.809,0.404,0.0,0.111,-9.928,0.0556,125.038,0.636,54,Shakira
12110,Pies Descalzos,8,5yKQTwznar5I75UyYJ9CnR,"Pies Descalzos, Sueños Blancos",spotify:track:5yKQTwznar5I75UyYJ9CnR,0.00854,0.854,0.684,0.0,0.152,-7.333,0.0361,119.957,0.673,69,Shakira
12111,Pies Descalzos,9,4I0y9VniZ7JlDYthP8Vpo9,Pienso en Ti,spotify:track:4I0y9VniZ7JlDYthP8Vpo9,0.932,0.557,0.0271,0.0,0.248,-14.84,0.0394,99.648,0.229,52,Shakira
12112,Pies Descalzos,10,6IGvaQ4aFBjy66TdUurIiA,Donde Estas Corazon,spotify:track:6IGvaQ4aFBjy66TdUurIiA,0.0635,0.743,0.78,0.0,0.126,-9.212,0.0722,109.044,0.597,68,Shakira
12113,Pies Descalzos,11,31NNxg7WYqs1bgRSFXgCf8,"Se Quiere, Se Mata",spotify:track:31NNxg7WYqs1bgRSFXgCf8,0.0236,0.833,0.607,2.44e-06,0.154,-8.319,0.0327,118.003,0.668,55,Shakira
12114,Wonder (Deluxe),15,0fwxmtpxpMmEMphmJbCAEx,The Christmas Song (Shawn Mendes & Camila Cabello),spotify:track:0fwxmtpxpMmEMphmJbCAEx,0.888,0.341,0.181,0.0,0.137,-12.073,0.0366,83.608,0.212,53,Shawn Mendes
12115,Wonder (Deluxe),17,5Qm1n9Xa2kPlHuDJ3I4MHP,Wonder - Acoustic,spotify:track:5Qm1n9Xa2kPlHuDJ3I4MHP,0.528,0.479,0.4,1.53e-06,0.0759,-6.857,0.032,139.358,0.243,55,Shawn Mendes
12116,Wonder (Deluxe),18,6V7E9bDZaKUfFcfiScXaCc,Wonder - Surf Mesa Remix,spotify:track:6V7E9bDZaKUfFcfiScXaCc,0.00857,0.574,0.721,0.0,0.106,-4.363,0.158,127.959,0.189,51,Shawn Mendes
12117,Wonder (Deluxe),19,4V9QfQ60zTI0K9b47q5xhD,Intro - Live From The Wonder Residencies,spotify:track:4V9QfQ60zTI0K9b47q5xhD,0.56,0.496,0.287,6.98e-06,0.326,-10.734,0.0344,76.317,0.534,41,Shawn Mendes
12118,Wonder (Deluxe),20,15O0R9fSfee5265f4HJtc8,Wonder - Live From The Wonder Residencies,spotify:track:15O0R9fSfee5265f4HJtc8,0.0283,0.386,0.582,8.65e-06,0.0658,-6.376,0.0545,139.794,0.189,42,Shawn Mendes
12119,Wonder (Deluxe),21,0Op5C10jE2bgzg1HlH3EWD,Dream - Live From The Wonder Residencies,spotify:track:0Op5C10jE2bgzg1HlH3EWD,0.175,0.454,0.557,0.0187,0.0754,-7.344,0.0286,139.856,0.218,42,Shawn Mendes
12120,Wonder (Deluxe),22,56J9mRiY3Dyb22XaJ4qSTR,Song For No One - Live From The Wonder Residencies,spotify:track:56J9mRiY3Dyb22XaJ4qSTR,0.209,0.324,0.381,1.79e-05,0.115,-8.421,0.0323,102.58,0.172,42,Shawn Mendes
12121,Wonder (Deluxe),23,0UCPNZvlmEin3nKUm0rUEX,Always Been You - Live From The Wonder Residencies,spotify:track:0UCPNZvlmEin3nKUm0rUEX,0.134,0.285,0.403,3.01e-06,0.092,-8.182,0.0377,93.919,0.157,42,Shawn Mendes
12122,Wonder (Deluxe),24,02DjXXbHJpQZhBq7zNPLBW,Look Up At The Stars - Live From The Wonder Residencies,spotify:track:02DjXXbHJpQZhBq7zNPLBW,0.0453,0.349,0.549,7.24e-06,0.0994,-7.361,0.0353,167.843,0.22,43,Shawn Mendes
12123,Wonder (Holiday Deluxe),16,1MpmApLaUCZiWPH7gLOepR,Can’t Take My Eyes Off You - BBC Live Version,spotify:track:1MpmApLaUCZiWPH7gLOepR,0.248,0.377,0.298,0.0,0.181,-8.687,0.0492,71.1,0.197,52,Shawn Mendes
12124,Wonder,1,138oQeapLds5IeJrdRfeUd,Intro,spotify:track:138oQeapLds5IeJrdRfeUd,0.933,0.498,0.199,0.000573,0.493,-11.011,0.0353,76.046,0.47,59,Shawn Mendes
12125,Wonder,2,6ZuahEctZD6w75peme58hm,Wonder,spotify:track:6ZuahEctZD6w75peme58hm,0.136,0.442,0.631,2.29e-05,0.133,-5.096,0.05,139.774,0.129,77,Shawn Mendes
12126,Wonder,3,7nuQ1LgM6l5FLaJmlODoqj,Higher,spotify:track:7nuQ1LgM6l5FLaJmlODoqj,0.0167,0.748,0.783,1.58e-05,0.314,-4.419,0.0558,120.049,0.935,62,Shawn Mendes
12127,Wonder,4,385VOmGbguaPG57TgoW8Lh,24 Hours,spotify:track:385VOmGbguaPG57TgoW8Lh,0.488,0.351,0.368,0.00603,0.124,-8.132,0.0557,84.224,0.362,61,Shawn Mendes
12128,Wonder,5,5LZtB6nxvjIhUoElp3Zqk0,Teach Me How To Love,spotify:track:5LZtB6nxvjIhUoElp3Zqk0,0.0505,0.592,0.885,2.38e-06,0.0843,-4.944,0.0807,98.991,0.731,71,Shawn Mendes
12129,Wonder,6,6KVxMOxlSYpC5nrvyWhYhx,Call My Friends,spotify:track:6KVxMOxlSYpC5nrvyWhYhx,0.0512,0.53,0.79,1.07e-06,0.122,-5.031,0.0344,146.09,0.438,59,Shawn Mendes
12130,Wonder,7,0bZFa5DZcx9HWx25m2Nd19,Dream,spotify:track:0bZFa5DZcx9HWx25m2Nd19,0.539,0.492,0.672,0.000212,0.116,-6.779,0.0366,140.027,0.229,60,Shawn Mendes
12131,Wonder,8,2LUOkrWpTz1q5QeZY5jAHi,Song For No One,spotify:track:2LUOkrWpTz1q5QeZY5jAHi,0.0867,0.328,0.393,9.54e-05,0.104,-5.164,0.0285,96.241,0.237,57,Shawn Mendes
12132,Wonder,9,1HbA4N1MiOsPthALesGFR1,Monster (Shawn Mendes & Justin Bieber),spotify:track:1HbA4N1MiOsPthALesGFR1,0.0593,0.64,0.392,0.0,0.0839,-7.246,0.0574,145.838,0.502,75,Shawn Mendes
12133,Wonder,10,5ld8E3DVBXCCWQ54yrkWVp,305,spotify:track:5ld8E3DVBXCCWQ54yrkWVp,0.205,0.562,0.869,0.0293,0.122,-5.38,0.058,164.936,0.928,65,Shawn Mendes
12134,Wonder,11,56KDoLjFIm7Yc7fX1XgpNw,Always Been You,spotify:track:56KDoLjFIm7Yc7fX1XgpNw,0.229,0.37,0.39,0.0,0.0823,-6.958,0.0419,124.802,0.309,61,Shawn Mendes
12135,Wonder,12,5jpNBhgAk5OmfB0W5i5NaO,Piece Of You,spotify:track:5jpNBhgAk5OmfB0W5i5NaO,0.0147,0.757,0.628,0.0,0.05,-3.944,0.077,100.004,0.609,60,Shawn Mendes
12136,Wonder,13,0UauNGiFTVXTsgvVz6LBMf,Look Up At The Stars,spotify:track:0UauNGiFTVXTsgvVz6LBMf,0.0576,0.359,0.585,0.0,0.194,-4.722,0.0374,168.026,0.447,62,Shawn Mendes
12137,Wonder,14,2GwberkV36NoC5snp51cLC,Can’t Imagine,spotify:track:2GwberkV36NoC5snp51cLC,0.849,0.412,0.162,2.16e-06,0.354,-14.356,0.146,179.63,0.375,56,Shawn Mendes
12138,Shawn Mendes (Deluxe),1,6v3KW9xbzN5yKLt9YKDYA2,Señorita,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,116.967,0.749,83,Shawn Mendes
12139,Shawn Mendes (Deluxe),3,2bT1PH7Cw3J9p3t7nlXCdh,If I Can't Have You,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,0.487,0.691,0.823,0.0,0.134,-4.197,0.0623,123.935,0.87,76,Shawn Mendes
12140,Shawn Mendes,1,2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,spotify:track:2QZ7WLBE8h2y1Y5Fb8RYbH,0.0573,0.622,0.712,0.0,0.13,-7.321,0.066,140.025,0.487,79,Shawn Mendes
12141,Shawn Mendes,2,5EYBryPOgIEPB7r5QIy6eG,Fallin' All In You,spotify:track:5EYBryPOgIEPB7r5QIy6eG,0.405,0.853,0.476,0.0,0.111,-6.696,0.0361,92.038,0.796,77,Shawn Mendes
12142,Shawn Mendes,3,376Gg7Oxo5C5jUWDWpVXeI,Where Were You In The Morning?,spotify:track:376Gg7Oxo5C5jUWDWpVXeI,0.554,0.716,0.519,0.0,0.0993,-7.472,0.0554,87.963,0.466,66,Shawn Mendes
12143,Shawn Mendes,4,5wxurz8J6YlyQRNnGN8zXS,Nervous,spotify:track:5wxurz8J6YlyQRNnGN8zXS,0.0404,0.841,0.623,0.0,0.126,-6.76,0.0776,121.983,0.744,65,Shawn Mendes
12144,Shawn Mendes,5,2IssBpPtHcViZL5vYQNHhA,Like To Be You (feat. Julia Michaels),spotify:track:2IssBpPtHcViZL5vYQNHhA,0.812,0.737,0.451,0.0,0.108,-9.405,0.229,153.766,0.664,65,Shawn Mendes
12145,Shawn Mendes,6,79esEXlqqmq0GPz0xQSZTV,Lost In Japan,spotify:track:79esEXlqqmq0GPz0xQSZTV,0.255,0.713,0.738,0.0,0.106,-6.784,0.374,105.027,0.425,76,Shawn Mendes
12146,Shawn Mendes,7,4BH9zDv1Ys6kw0j3lU1hTx,Particular Taste,spotify:track:4BH9zDv1Ys6kw0j3lU1hTx,0.0365,0.968,0.352,0.000103,0.0677,-7.122,0.121,111.968,0.599,60,Shawn Mendes
12147,Shawn Mendes,8,1RRZSm4akqNyMOsPUhw4cb,Because I Had You,spotify:track:1RRZSm4akqNyMOsPUhw4cb,0.331,0.559,0.337,0.0,0.311,-9.751,0.404,203.231,0.705,64,Shawn Mendes
12148,Shawn Mendes,9,3XeqINnregzwBJNg7RyyH4,Why,spotify:track:3XeqINnregzwBJNg7RyyH4,0.648,0.689,0.416,1.64e-06,0.0637,-9.247,0.0494,127.031,0.248,63,Shawn Mendes
12149,Shawn Mendes,10,1h0yImRPIVAjhhHeNVlTuC,Youth (feat. Khalid),spotify:track:1h0yImRPIVAjhhHeNVlTuC,0.56,0.534,0.596,0.0,0.133,-6.653,0.117,100.121,0.324,70,Shawn Mendes
12150,Shawn Mendes,11,6D8FZWtCQRtQUVT3mpjrZs,Queen,spotify:track:6D8FZWtCQRtQUVT3mpjrZs,0.197,0.878,0.688,0.0,0.0872,-7.254,0.11,131.02,0.917,59,Shawn Mendes
12151,Shawn Mendes,12,6nat4Z7iRKWVk1qngQqI0Q,Perfectly Wrong,spotify:track:6nat4Z7iRKWVk1qngQqI0Q,0.872,0.361,0.311,0.0,0.0987,-11.748,0.0369,89.362,0.323,71,Shawn Mendes
12152,Shawn Mendes,13,5gW3kI83886nVV9apaFLWu,Mutual,spotify:track:5gW3kI83886nVV9apaFLWu,0.254,0.919,0.478,0.0,0.134,-6.697,0.156,115.03,0.799,62,Shawn Mendes
12153,Shawn Mendes,14,6bNcbh4SxQDU0BHa4Dj3wx,When You're Ready,spotify:track:6bNcbh4SxQDU0BHa4Dj3wx,0.792,0.485,0.476,0.0,0.113,-8.887,0.128,171.479,0.601,62,Shawn Mendes
12154,MTV Unplugged,1,14Zkkd1eYP3pcNPwLAZikf,There's Nothing Holdin' Me Back - MTV Unplugged,spotify:track:14Zkkd1eYP3pcNPwLAZikf,0.172,0.698,0.699,0.0,0.952,-6.926,0.0458,122.009,0.701,48,Shawn Mendes
12155,MTV Unplugged,2,61TivQuQq2YGmEI5BANLdg,Ruin - MTV Unplugged,spotify:track:61TivQuQq2YGmEI5BANLdg,0.416,0.472,0.471,4.22e-05,0.105,-8.525,0.0346,119.884,0.371,41,Shawn Mendes
12156,MTV Unplugged,3,3t40W5kFgs4jQKtdRMxUwK,Stitches - MTV Unplugged,spotify:track:3t40W5kFgs4jQKtdRMxUwK,0.895,0.502,0.329,1.39e-06,0.603,-9.782,0.0402,140.967,0.374,53,Shawn Mendes
12157,MTV Unplugged,4,2XQAQOk3XY532aLFbsszAv,Three Empty Words - MTV Unplugged,spotify:track:2XQAQOk3XY532aLFbsszAv,0.842,0.477,0.298,0.0,0.676,-14.081,0.0547,95.137,0.53,41,Shawn Mendes
12158,MTV Unplugged,5,6el8c1BKy4DmlJ1ysLzj1x,Patience - MTV Unplugged,spotify:track:6el8c1BKy4DmlJ1ysLzj1x,0.684,0.475,0.393,0.0,0.652,-10.265,0.0379,92.105,0.496,43,Shawn Mendes
12159,MTV Unplugged,6,6BmfYAMhPcgnJQhvzJf5AQ,Bad Reputation - MTV Unplugged,spotify:track:6BmfYAMhPcgnJQhvzJf5AQ,0.247,0.268,0.6,2.75e-05,0.96,-7.169,0.0353,147.489,0.202,48,Shawn Mendes
12160,MTV Unplugged,7,2xnrvYaSepdVbgRTemCnLJ,Don't Be A Fool - MTV Unplugged,spotify:track:2xnrvYaSepdVbgRTemCnLJ,0.72,0.307,0.349,0.0,0.34,-10.059,0.0431,174.877,0.167,47,Shawn Mendes
12161,MTV Unplugged,8,4gyEiCJUp7MQJrErW5RWkt,Roses - MTV Unplugged,spotify:track:4gyEiCJUp7MQJrErW5RWkt,0.79,0.372,0.322,0.0,0.357,-11.229,0.0353,146.676,0.468,45,Shawn Mendes
12162,MTV Unplugged,9,0aYiHY23R26QRo0WMlHCEr,Mercy - MTV Unplugged,spotify:track:0aYiHY23R26QRo0WMlHCEr,0.629,0.327,0.515,0.0,0.712,-7.602,0.0438,144.143,0.281,44,Shawn Mendes
12163,MTV Unplugged,10,06ggTkDnt99KsehdFyibx3,Never Be Alone - MTV Unplugged,spotify:track:06ggTkDnt99KsehdFyibx3,0.839,0.275,0.198,5.64e-05,0.575,-13.168,0.033,93.153,0.116,47,Shawn Mendes
12164,MTV Unplugged,11,09KZB1UOYnQDGVZR2zFYYd,Use Somebody/Treat You Better - MTV Unplugged,spotify:track:09KZB1UOYnQDGVZR2zFYYd,0.436,0.328,0.54,8.15e-05,0.368,-8.061,0.0391,107.32,0.0978,55,Shawn Mendes
12165,Illuminate (Deluxe),1,7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,spotify:track:7JJmb5XwzOO8jgpou264Ml,0.38,0.866,0.813,0.0,0.0779,-4.063,0.0554,121.998,0.969,89,Shawn Mendes
12166,Illuminate (Deluxe),3,0AS63m1wHv9n4VVRizK6Hc,Mercy,spotify:track:0AS63m1wHv9n4VVRizK6Hc,0.125,0.555,0.662,0.0,0.111,-4.952,0.0827,148.128,0.356,83,Shawn Mendes
12167,Illuminate (Deluxe),5,1Tt5Leqvv6OawH2jth05Rw,Three Empty Words,spotify:track:1Tt5Leqvv6OawH2jth05Rw,0.798,0.615,0.414,0.0,0.135,-9.826,0.0304,95.776,0.536,60,Shawn Mendes
12168,Illuminate (Deluxe),6,7msCKNrI0vZw9H4MIgLnAh,Don't Be A Fool,spotify:track:7msCKNrI0vZw9H4MIgLnAh,0.596,0.473,0.339,0.0,0.103,-6.039,0.0364,175.264,0.265,62,Shawn Mendes
12169,Illuminate (Deluxe),7,3Qwd9wK176KgmorU7fCW6S,Like This,spotify:track:3Qwd9wK176KgmorU7fCW6S,0.809,0.546,0.433,0.0,0.122,-7.894,0.0935,77.397,0.249,59,Shawn Mendes
12170,Illuminate (Deluxe),8,3gnDoaJUgD9Bblzld77Kcp,No Promises,spotify:track:3gnDoaJUgD9Bblzld77Kcp,0.322,0.619,0.621,0.0,0.188,-6.763,0.082,101.992,0.466,61,Shawn Mendes
12171,Illuminate (Deluxe),9,348cSuo1eooBe21AzdjAqy,Lights On,spotify:track:348cSuo1eooBe21AzdjAqy,0.425,0.705,0.575,0.0,0.122,-6.353,0.0648,90.869,0.555,60,Shawn Mendes
12172,Illuminate (Deluxe),10,64GT5ReOko7xx6Nc7D8JsS,Honest,spotify:track:64GT5ReOko7xx6Nc7D8JsS,0.249,0.821,0.601,0.0,0.0637,-6.249,0.0626,116.965,0.712,60,Shawn Mendes
12173,Illuminate (Deluxe),11,0JZ9lcwFcAscMpy1YxUtpW,Patience,spotify:track:0JZ9lcwFcAscMpy1YxUtpW,0.107,0.553,0.571,0.0,0.111,-6.345,0.2,179.848,0.443,60,Shawn Mendes
12174,Illuminate (Deluxe),13,4IiHCtnfw8tZasAeocWqVe,Understand,spotify:track:4IiHCtnfw8tZasAeocWqVe,0.355,0.613,0.616,0.0,0.099,-6.33,0.39,78.996,0.102,54,Shawn Mendes
12175,Illuminate (Deluxe),14,66P8MvPsqu5sN0UgzLYZrf,Hold On,spotify:track:66P8MvPsqu5sN0UgzLYZrf,0.745,0.56,0.275,0.0,0.164,-8.599,0.0354,132.511,0.388,59,Shawn Mendes
12176,Illuminate (Deluxe),15,4uzUuDjoufcBXYZ27CsLIF,Roses,spotify:track:4uzUuDjoufcBXYZ27CsLIF,0.4,0.611,0.489,0.0,0.117,-6.771,0.0343,78.145,0.267,65,Shawn Mendes
12177,Illuminate (Deluxe),16,0uZnF1sn2IcNCvnyAIKNMQ,Mercy - Acoustic,spotify:track:0uZnF1sn2IcNCvnyAIKNMQ,0.712,0.458,0.347,0.0,0.11,-6.651,0.0381,78.928,0.431,68,Shawn Mendes
12178,Illuminate,2,6rKr29yPKnQNhOxXMYvE9Y,Ruin,spotify:track:6rKr29yPKnQNhOxXMYvE9Y,0.382,0.686,0.382,0.0,0.109,-6.68,0.0314,125.024,0.527,60,Shawn Mendes
12179,Illuminate,4,3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,0.106,0.444,0.819,0.0,0.107,-4.078,0.341,82.695,0.747,87,Shawn Mendes
12180,Illuminate,12,07A4mFpXnuUrcRIc1S8ilz,Bad Reputation,spotify:track:07A4mFpXnuUrcRIc1S8ilz,0.229,0.413,0.697,0.0,0.256,-5.823,0.188,150.047,0.332,63,Shawn Mendes
12181,Live At Madison Square Garden,1,1WURPDtFHxslqr2KPBBjfX,The Weight - Live,spotify:track:1WURPDtFHxslqr2KPBBjfX,0.422,0.345,0.82,0.0,0.988,-6.411,0.101,78.031,0.431,35,Shawn Mendes
12182,Live At Madison Square Garden,2,4LEtCNmFV5NyWcANGZC9si,Treat You Better - Live,spotify:track:4LEtCNmFV5NyWcANGZC9si,0.00518,0.276,0.841,0.0,0.869,-5.905,0.115,80.316,0.267,38,Shawn Mendes
12183,Live At Madison Square Garden,3,7gO3mCwy4yqlIHOeXALseg,Lights On - Live,spotify:track:7gO3mCwy4yqlIHOeXALseg,0.161,0.344,0.818,0.0,0.963,-6.693,0.0728,181.134,0.356,35,Shawn Mendes
12184,Live At Madison Square Garden,4,1wlwypOuLPz087A4fulyn9,I Don't Even Know Your Name / Aftertaste / Kid In Love / I Want You Back - Live Medley,spotify:track:1wlwypOuLPz087A4fulyn9,0.0692,0.385,0.79,0.0,0.565,-6.097,0.0522,169.856,0.468,38,Shawn Mendes
12185,Live At Madison Square Garden,5,2QpC5HzAaEGN5U6I4zaa77,Bad Reputation - Live,spotify:track:2QpC5HzAaEGN5U6I4zaa77,0.0969,0.25,0.769,0.0,0.928,-6.603,0.0532,149.812,0.194,37,Shawn Mendes
12186,Live At Madison Square Garden,6,4yclL1msrUAfydnmu3Fzdv,Ruin - Live,spotify:track:4yclL1msrUAfydnmu3Fzdv,0.0889,0.364,0.695,0.0,0.503,-6.461,0.0384,120.076,0.329,34,Shawn Mendes
12187,Live At Madison Square Garden,7,2H4aO4p4ko2PNk7TR92Lsk,Life Of The Party - Live,spotify:track:2H4aO4p4ko2PNk7TR92Lsk,0.68,0.391,0.542,0.0,0.945,-7.383,0.0332,115.636,0.458,37,Shawn Mendes
12188,Live At Madison Square Garden,8,30h4xTTxAhjSXxZ0UCITrB,Three Empty Words - Live,spotify:track:30h4xTTxAhjSXxZ0UCITrB,0.689,0.417,0.523,0.0,0.949,-8.683,0.0349,97.497,0.478,33,Shawn Mendes
12189,Live At Madison Square Garden,9,60AbHniERXVKAPsPoy5gGF,Don't Be A Fool - Live,spotify:track:60AbHniERXVKAPsPoy5gGF,0.256,0.489,0.658,0.0,0.964,-6.54,0.0353,88.125,0.207,33,Shawn Mendes
12190,Live At Madison Square Garden,10,4Q52hekxZoN7n4NO94IAJW,Mercy - Live,spotify:track:4Q52hekxZoN7n4NO94IAJW,0.141,0.473,0.784,0.0,0.828,-6.217,0.0569,148.252,0.373,37,Shawn Mendes
12191,Live At Madison Square Garden,11,1Q3bb5UXqAWr7Tjuno2xcq,Never Be Alone / Hey There Delilah - Live Medley,spotify:track:1Q3bb5UXqAWr7Tjuno2xcq,0.545,0.327,0.393,0.0,0.722,-7.995,0.0297,101.711,0.126,48,Shawn Mendes
12192,Live At Madison Square Garden,12,3ENMtKf4uiXt0XnUzr4FIj,Stitches - Live,spotify:track:3ENMtKf4uiXt0XnUzr4FIj,0.06,0.244,0.837,0.0,0.949,-5.836,0.0571,149.988,0.269,37,Shawn Mendes
12193,Handwritten (Revisited),4,7wL9tfGakhVgU127hcvYlc,Kid In Love - Live,spotify:track:7wL9tfGakhVgU127hcvYlc,0.247,0.264,0.842,0.0,0.897,-4.738,0.0527,84.356,0.507,37,Shawn Mendes
12194,Handwritten (Revisited),5,04AyV8JL9VTibgsba9N2b6,I Don't Even Know Your Name - Live,spotify:track:04AyV8JL9VTibgsba9N2b6,0.274,0.45,0.792,0.0,0.918,-4.508,0.0503,85.001,0.619,35,Shawn Mendes
12195,Handwritten (Revisited),7,3Ov1JEPIjyHHuLrfHKxB1R,Strings - Live,spotify:track:3Ov1JEPIjyHHuLrfHKxB1R,0.196,0.257,0.741,0.0,0.934,-5.042,0.0593,80.256,0.479,35,Shawn Mendes
12196,Handwritten (Revisited),8,0bC00iYwmrqL2FMfp8dRCd,Aftertaste - Live,spotify:track:0bC00iYwmrqL2FMfp8dRCd,0.132,0.385,0.602,0.0,0.616,-6.277,0.0469,114.496,0.502,36,Shawn Mendes
12197,Handwritten (Revisited),11,49ddt3ZdZojdwwP6f5OvsY,A Little Too Much - Live,spotify:track:49ddt3ZdZojdwwP6f5OvsY,0.277,0.439,0.524,0.0,0.944,-7.512,0.0322,80.339,0.564,36,Shawn Mendes
12198,Handwritten (Revisited),14,4hTpxQ2ddv12Owtz2GnOAz,Act Like You Love Me,spotify:track:4hTpxQ2ddv12Owtz2GnOAz,0.691,0.434,0.398,0.0,0.0991,-7.789,0.0508,167.657,0.299,56,Shawn Mendes
12199,Handwritten (Revisited),15,2ePgwid1o7NKDpUmNGC69b,Running Low,spotify:track:2ePgwid1o7NKDpUmNGC69b,0.709,0.599,0.297,3.13e-06,0.108,-9.188,0.0301,122.314,0.141,64,Shawn Mendes
12200,Handwritten (Revisited),16,7ekZl2me2Fjn6ywN16cvFK,Memories,spotify:track:7ekZl2me2Fjn6ywN16cvFK,0.801,0.496,0.158,0.0,0.268,-8.981,0.0289,107.932,0.305,64,Shawn Mendes
12201,Handwritten,1,14hJ5tc1VCFMWhVn9axRTC,Life Of The Party,spotify:track:14hJ5tc1VCFMWhVn9axRTC,0.0663,0.666,0.615,0.0,0.111,-4.995,0.0314,113.978,0.161,69,Shawn Mendes
12202,Handwritten,4,4Iz171BOalhbOxdlodJSJD,Kid In Love,spotify:track:4Iz171BOalhbOxdlodJSJD,0.0268,0.529,0.598,0.0,0.15,-7.085,0.0403,169.959,0.373,54,Shawn Mendes
12203,Handwritten,5,1oiwANJpaXZxYkwvLWor4f,I Don't Even Know Your Name,spotify:track:1oiwANJpaXZxYkwvLWor4f,0.0127,0.626,0.524,0.0,0.099,-5.944,0.0422,84.866,0.56,51,Shawn Mendes
